geneSet,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0071636,positive regulation of transforming growth factor beta production (GO:0071636),11,2,0.760785379,2.628862297,0.173838006,0.67745043,947;5743,PTGS2;CD34
GO:0045780,positive regulation of bone resorption (GO:0045780),11,2,0.760785379,2.628862297,0.173838006,0.67745043,6696;101,ADAM8;SPP1
GO:0097090,presynaptic membrane organization (GO:0097090),11,2,0.760785379,2.628862297,0.173838006,0.67745043,57502;4038,LRP4;NLGN4X
GO:2000105,positive regulation of DNA-dependent DNA replication (GO:2000105),11,2,0.760785379,2.628862297,0.173838006,0.67745043,81620;8317,CDT1;CDC7
GO:0022010,central nervous system myelination (GO:0022010),11,2,0.760785379,2.628862297,0.173838006,0.67745043,6663;5354,PLP1;SOX10
GO:0042984,regulation of amyloid precursor protein biosynthetic process (GO:0042984),11,2,0.760785379,2.628862297,0.173838006,0.67745043,9452;64168,ITM2A;NECAB1
GO:2000725,regulation of cardiac muscle cell differentiation (GO:2000725),11,2,0.760785379,2.628862297,0.173838006,0.67745043,650;55553,BMP2;SOX6
GO:0071637,regulation of monocyte chemotactic protein-1 production (GO:0071637),11,2,0.760785379,2.628862297,0.173838006,0.67745043,347;9370,ADIPOQ;APOD
GO:0031643,positive regulation of myelination (GO:0031643),11,2,0.760785379,2.628862297,0.173838006,0.67745043,11076;1959,EGR2;TPPP
GO:2000177,regulation of neural precursor cell proliferation (GO:2000177),21,3,1.452408452,2.065534662,0.174124258,0.67745043,10763;5803;79801,SHCBP1;PTPRZ1;NES
GO:0010884,positive regulation of lipid storage (GO:0010884),21,3,1.452408452,2.065534662,0.174124258,0.67745043,4023;1149;440503,LPL;CIDEA;PLIN5
GO:0002684,positive regulation of immune system process (GO:0002684),21,3,1.452408452,2.065534662,0.174124258,0.67745043,301;8784;338442,ANXA1;HCAR2;TNFRSF18
GO:0002064,epithelial cell development (GO:0002064),21,3,1.452408452,2.065534662,0.174124258,0.67745043,7477;57111;59,ACTA2;RAB25;WNT7B
GO:0035584,calcium-mediated signaling using intracellular calcium source (GO:0035584),21,3,1.452408452,2.065534662,0.174124258,0.67745043,5737;1672;6403,PTGFR;DEFB1;SELP
GO:0033137,negative regulation of peptidyl-serine phosphorylation (GO:0033137),21,3,1.452408452,2.065534662,0.174124258,0.67745043,1756;51085;857,DMD;CAV1;MLXIPL
GO:0036150,phosphatidylserine acyl-chain remodeling (GO:0036150),21,3,1.452408452,2.065534662,0.174124258,0.67745043,5321;5320;129642,PLA2G4A;MBOAT2;PLA2G2A
GO:0051402,neuron apoptotic process (GO:0051402),21,3,1.452408452,2.065534662,0.174124258,0.67745043,6326;4804;11113,CIT;SCN2A;NGFR
GO:0033762,response to glucagon (GO:0033762),21,3,1.452408452,2.065534662,0.174124258,0.67745043,111;196883;5577,ADCY4;ADCY5;PRKAR2B
GO:0060759,regulation of response to cytokine stimulus (GO:0060759),21,3,1.452408452,2.065534662,0.174124258,0.67745043,3977;9314;100130733,LIFR;LRRC70;KLF4
GO:0060043,regulation of cardiac muscle cell proliferation (GO:0060043),21,3,1.452408452,2.065534662,0.174124258,0.67745043,2247;7049;5950,RBP4;FGF2;TGFBR3
GO:0051004,regulation of lipoprotein lipase activity (GO:0051004),21,3,1.452408452,2.065534662,0.174124258,0.67745043,4023;51129;338328,GPIHBP1;LPL;ANGPTL4
GO:0051851,modulation by host of symbiont process (GO:0051851),32,4,2.213193831,1.807342829,0.177291758,0.687548875,358;3249;51176;3725,AQP1;JUN;LEF1;HPN
GO:0010638,positive regulation of organelle organization (GO:0010638),32,4,2.213193831,1.807342829,0.177291758,0.687548875,301;154;10891;8447,ANXA1;ADRB2;PPARGC1A;DOC2B
GO:0038128,ERBB2 signaling pathway (GO:0038128),32,4,2.213193831,1.807342829,0.177291758,0.687548875,1956;3084;5753;9542,NRG2;EGFR;NRG1;PTK6
GO:0002244,hematopoietic progenitor cell differentiation (GO:0002244),32,4,2.213193831,1.807342829,0.177291758,0.687548875,3815;3624;6422;4222,INHBA;SFRP1;KIT;MEOX1
GO:2000310,regulation of NMDA receptor activity (GO:2000310),32,4,2.213193831,1.807342829,0.177291758,0.687548875,2892;2893;5649;23542,RELN;GRIA4;MAPK8IP2;GRIA3
GO:0007266,Rho protein signal transduction (GO:0007266),55,6,3.803926897,1.577317378,0.178165073,0.690490169,4804;150;185;57381;58480;1278,RHOJ;NGFR;RHOU;AGTR1;ADRA2A;COL1A2
GO:0043269,regulation of ion transport (GO:0043269),79,8,5.463822271,1.464176469,0.178663085,0.691528527,1128;6622;7018;90019;83849;57586;5187;79570,PER1;TF;SNCA;NKAIN1;SYT8;SYT15;SYT13;CHRM1
GO:0000725,recombinational repair (GO:0000725),79,8,5.463822271,1.464176469,0.178663085,0.691528527,10721;9401;641;5888;7516;10635;675;4796,RAD51;POLQ;RAD51AP1;RECQL4;BLM;TONSL;XRCC2;BRCA2
GO:0043068,positive regulation of programmed cell death (GO:0043068),284,24,19.64209525,1.221865575,0.179403757,0.69394851,6622;4804;1894;130399;3569;650;3202;7153;84883;9833;2308;5366;2822;6422;1869;1848;274;3725;943;3169;54507;50649;25803;80034,HOXA5;TOP2A;MELK;SFRP1;ECT2;SNCA;ACVR1C;BMP2;E2F1;NGFR;JUN;GPLD1;FOXO1;DUSP6;ARHGEF4;CSRNP3;ADAMTSL4;BIN1;IL6;AIFM2;TNFRSF8;PMAIP1;FOXA1;SPDEF
GO:0006875,cellular metal ion homeostasis (GO:0006875),104,10,7.192879951,1.390263715,0.181820865,0.702845799,857;5745;287;6387;1906;1907;344905;9104;477;482,ATP1A2;CAV1;RGN;CXCL12;ATP1B2;PTH1R;ANK2;EDN1;EDN2;ATP13A5
GO:0034109,homotypic cell-cell adhesion (GO:0034109),44,5,3.043141518,1.643038936,0.185748625,0.715269051,64805;7301;2335;3043;10398,FN1;HBB;P2RY12;MYL9;TYRO3
GO:0001578,microtubule bundle formation (GO:0001578),44,5,3.043141518,1.643038936,0.185748625,0.715269051,5347;11076;10112;51673;827,KIF20A;PLK1;CAPN6;TPPP;TPPP3
GO:0022008,neurogenesis (GO:0022008),44,5,3.043141518,1.643038936,0.185748625,0.715269051,301;11113;2047;79633;284403,ANXA1;CIT;EPHB1;WDR62;FAT4
GO:0003208,cardiac ventricle morphogenesis (GO:0003208),44,5,3.043141518,1.643038936,0.185748625,0.715269051,7048;23493;2625;6664;7049,TGFBR3;TGFBR2;HEY2;GATA3;SOX11
GO:0009891,positive regulation of biosynthetic process (GO:0009891),44,5,3.043141518,1.643038936,0.185748625,0.715269051,10580;51085;948;90993;55323,SORBS1;MLXIPL;CD36;LARP6;CREB3L1
GO:0055065,metal ion homeostasis (GO:0055065),44,5,3.043141518,1.643038936,0.185748625,0.715269051,6622;857;57402;57158;84561,CAV1;JPH2;SNCA;SLC12A8;S100A14
GO:0046942,carboxylic acid transport (GO:0046942),56,6,3.873089204,1.549150996,0.188746586,0.725883384,11254;8140;9194;9123;9120;3993,SLC16A3;LLGL2;SLC16A7;SLC6A14;SLC7A5;SLC16A6
GO:0120192,tight junction assembly (GO:0120192),56,6,3.873089204,1.549150996,0.188746586,0.725883384,1894;5010;84612;7122;9073;92359,CLDN11;CLDN5;ECT2;CLDN8;PARD6B;CRB3
GO:0042509,regulation of tyrosine phosphorylation of STAT protein (GO:0042509),68,7,4.703036891,1.488399977,0.188880173,0.725932684,3815;2690;3479;3569;5753;85480;8784,TSLP;KIT;GHR;IGF1;IL6;TNFRSF18;PTK6
GO:0046328,regulation of JNK cascade (GO:0046328),105,10,7.262042258,1.377023108,0.189424517,0.727559599,6366;1956;10371;2047;7049;7477;23542;5187;153769;401265,PER1;EPHB1;TGFBR3;KLHL31;EGFR;CCL21;MAPK8IP2;SEMA3A;SH3RF2;WNT7B
GO:0032660,regulation of interleukin-17 production (GO:0032660),33,4,2.282356138,1.752574865,0.191497174,0.730644937,3569;7292;8140;50943,TNFSF4;FOXP3;IL6;SLC7A5
GO:0046427,positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427),33,4,2.282356138,1.752574865,0.191497174,0.730644937,3815;2690;3952;3569,LEP;KIT;GHR;IL6
GO:0035065,regulation of histone acetylation (GO:0035065),33,4,2.282356138,1.752574865,0.191497174,0.730644937,6622;10891;10411;50943,RAPGEF3;SNCA;FOXP3;PPARGC1A
GO:0000018,regulation of DNA recombination (GO:0000018),33,4,2.282356138,1.752574865,0.191497174,0.730644937,641;5888;10635;3838,RAD51;KPNA2;RAD51AP1;BLM
GO:0033044,regulation of chromosome organization (GO:0033044),22,3,1.521570759,1.971646723,0.191929522,0.730644937,81620;699;116028,BUB1;RMI2;CDT1
GO:0050869,negative regulation of B cell activation (GO:0050869),22,3,1.521570759,1.971646723,0.191929522,0.730644937,3624;55024;6422,INHBA;SFRP1;BANK1
GO:1900117,regulation of execution phase of apoptosis (GO:1900117),22,3,1.521570759,1.971646723,0.191929522,0.730644937,2191;5740;1149,CIDEA;FAP;PTGIS
GO:1901385,regulation of voltage-gated calcium channel activity (GO:1901385),22,3,1.521570759,1.971646723,0.191929522,0.730644937,1756;6769;342667,DMD;STAC2;STAC
GO:0043090,amino acid import (GO:0043090),22,3,1.521570759,1.971646723,0.191929522,0.730644937,9368;11254;8140,SLC6A14;SLC9A3R1;SLC7A5
GO:0030031,cell projection assembly (GO:0030031),22,3,1.521570759,1.971646723,0.191929522,0.730644937,2934;57381;58480,GSN;RHOJ;RHOU
GO:0051055,negative regulation of lipid biosynthetic process (GO:0051055),22,3,1.521570759,1.971646723,0.191929522,0.730644937,650;8644;57761,BMP2;TRIB3;AKR1C3
GO:0051250,negative regulation of lymphocyte activation (GO:0051250),22,3,1.521570759,1.971646723,0.191929522,0.730644937,259307;6664;55024,IL4I1;BANK1;SOX11
GO:2000378,negative regulation of reactive oxygen species metabolic process (GO:2000378),22,3,1.521570759,1.971646723,0.191929522,0.730644937,4314;225;440503,ABCD2;MMP3;PLIN5
GO:1904030,negative regulation of cyclin-dependent protein kinase activity (GO:1904030),22,3,1.521570759,1.971646723,0.191929522,0.730644937,5347;1050;1028,PLK1;CDKN1C;CEBPA
GO:0006508,proteolysis (GO:0006508),287,24,19.84958217,1.209093461,0.192978434,0.734173016,2152;825;10003;8728;4311;1511;2191;5979;3249;4973;5727;4314;4318;5304;135293;2161;827;92291;290;9718;11131;80332;64129;10753,CAPN11;MME;ADAM33;TINAGL1;NAALAD2;OLR1;F3;ADAM19;CAPN3;CAPN6;FAP;ECE2;PTCH1;F12;MMP3;MMP9;PM20D2;ANPEP;CTSG;CAPN9;HPN;RET;CAPN13;PIP
GO:0010629,negative regulation of gene expression (GO:0010629),314,26,21.71696447,1.197220728,0.194969193,0.735485458,7538;55366;7498;3479;5734;8140;6790;947;650;23493;7122;6664;2247;6422;7298;9314;3070;50943;2146;27303;90993;84913;1149;23034;10644;83643,ATOH8;AURKA;SFRP1;CIDEA;FGF2;CLDN5;EZH2;RBMS3;BMP2;KLF4;PTGER4;FOXP3;TYMS;HELLS;ZFP36;CCDC3;CD34;SAMD4A;LGR4;IGF2BP2;IGF1;CREB3L1;HEY2;SLC7A5;XDH;SOX11
GO:0045859,regulation of protein kinase activity (GO:0045859),106,10,7.331204566,1.364032324,0.197167382,0.735485458,9368;6622;6366;1894;1062;5649;57761;4921;79007;23531,RELN;CENPE;ECT2;SNCA;CCL21;TRIB3;DBNDD1;DDR2;SLC9A3R1;MMD
GO:0032720,negative regulation of tumor necrosis factor production (GO:0032720),45,5,3.112303825,1.606526959,0.197974172,0.735485458,3479;947;9370;6376;1149,CX3CL1;CIDEA;ADIPOQ;CD34;IGF1
GO:0046425,regulation of receptor signaling pathway via JAK-STAT (GO:0046425),45,5,3.112303825,1.606526959,0.197974172,0.735485458,3815;2690;3952;3569;857,LEP;CAV1;KIT;GHR;IL6
GO:0031330,negative regulation of cellular catabolic process (GO:0031330),69,7,4.772199198,1.466828963,0.19862603,0.735485458,3952;2822;54922;4233;3953;440503;7079,LEP;LEPR;TIMP4;GPLD1;MET;RASIP1;PLIN5
GO:0006570,tyrosine metabolic process (GO:0006570),12,2,0.829947687,2.409790439,0.199539926,0.735485458,6898;259307,TAT;IL4I1
GO:0030318,melanocyte differentiation (GO:0030318),12,2,0.829947687,2.409790439,0.199539926,0.735485458,3815;4435,KIT;CITED1
GO:0010829,negative regulation of glucose transmembrane transport (GO:0010829),12,2,0.829947687,2.409790439,0.199539926,0.735485458,3952;55022,LEP;PID1
GO:0044793,negative regulation by host of viral process (GO:0044793),12,2,0.829947687,2.409790439,0.199539926,0.735485458,4057;5806,PTX3;LTF
GO:1901739,regulation of myoblast fusion (GO:1901739),12,2,0.829947687,2.409790439,0.199539926,0.735485458,30846;92304,SCGB3A1;EHD2
GO:0006544,glycine metabolic process (GO:0006544),12,2,0.829947687,2.409790439,0.199539926,0.735485458,10993;275,SDS;AMT
GO:0010458,exit from mitosis (GO:0010458),12,2,0.829947687,2.409790439,0.199539926,0.735485458,11065;27338,UBE2C;UBE2S
GO:0097067,cellular response to thyroid hormone stimulus (GO:0097067),12,2,0.829947687,2.409790439,0.199539926,0.735485458,7068;687,KLF9;THRB
GO:0030948,negative regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030948),12,2,0.829947687,2.409790439,0.199539926,0.735485458,64102;79812,TNMD;MMRN2
GO:0001655,urogenital system development (GO:0001655),12,2,0.829947687,2.409790439,0.199539926,0.735485458,301;130497,OSR1;ANXA1
GO:1901881,positive regulation of protein depolymerization (GO:1901881),12,2,0.829947687,2.409790439,0.199539926,0.735485458,1073;10763,NES;CFL2
GO:0055123,digestive system development (GO:0055123),12,2,0.829947687,2.409790439,0.199539926,0.735485458,3815;79827,KIT;CLMP
GO:0030219,megakaryocyte differentiation (GO:0030219),12,2,0.829947687,2.409790439,0.199539926,0.735485458,3815;6886,KIT;TAL1
GO:0061548,ganglion development (GO:0061548),12,2,0.829947687,2.409790439,0.199539926,0.735485458,10371;10381,TUBB3;SEMA3A
GO:0030834,regulation of actin filament depolymerization (GO:0030834),12,2,0.829947687,2.409790439,0.199539926,0.735485458,1073;130271,PLEKHH2;CFL2
GO:0098911,regulation of ventricular cardiac muscle cell action potential (GO:0098911),12,2,0.829947687,2.409790439,0.199539926,0.735485458,857;274,CAV1;BIN1
GO:0072112,glomerular visceral epithelial cell differentiation (GO:0072112),12,2,0.829947687,2.409790439,0.199539926,0.735485458,8842;28999,KLF15;PROM1
GO:0051282,regulation of sequestering of calcium ion (GO:0051282),12,2,0.829947687,2.409790439,0.199539926,0.735485458,287;845,CASQ2;ANK2
GO:0071378,cellular response to growth hormone stimulus (GO:0071378),12,2,0.829947687,2.409790439,0.199539926,0.735485458,2690;8835,GHR;SOCS2
GO:1901844,regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844),12,2,0.829947687,2.409790439,0.199539926,0.735485458,857;3270,CAV1;HRC
GO:0051280,negative regulation of release of sequestered calcium ion into cytosol (GO:0051280),12,2,0.829947687,2.409790439,0.199539926,0.735485458,845;2946,GSTM2;CASQ2
GO:0060315,negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315),12,2,0.829947687,2.409790439,0.199539926,0.735485458,845;2946,GSTM2;CASQ2
GO:0080134,regulation of response to stress (GO:0080134),12,2,0.829947687,2.409790439,0.199539926,0.735485458,5243;10391,CORO2B;ABCB1
GO:0051354,negative regulation of oxidoreductase activity (GO:0051354),12,2,0.829947687,2.409790439,0.199539926,0.735485458,6622;8639,SNCA;AOC3
GO:1903319,positive regulation of protein maturation (GO:1903319),12,2,0.829947687,2.409790439,0.199539926,0.735485458,147372;101,ADAM8;CCBE1
GO:0042423,catecholamine biosynthetic process (GO:0042423),12,2,0.829947687,2.409790439,0.199539926,0.735485458,6622;2625,SNCA;GATA3
GO:2000107,negative regulation of leukocyte apoptotic process (GO:2000107),12,2,0.829947687,2.409790439,0.199539926,0.735485458,6366;6387,CCL21;CXCL12
GO:0002313,mature B cell differentiation involved in immune response (GO:0002313),12,2,0.829947687,2.409790439,0.199539926,0.735485458,3569;139818,IL6;DOCK11
GO:0035051,cardiocyte differentiation (GO:0035051),12,2,0.829947687,2.409790439,0.199539926,0.735485458,3084;650,BMP2;NRG1
GO:0060259,regulation of feeding behavior (GO:0060259),12,2,0.829947687,2.409790439,0.199539926,0.735485458,3953;8013,LEPR;NR4A3
GO:0010614,negative regulation of cardiac muscle hypertrophy (GO:0010614),12,2,0.829947687,2.409790439,0.199539926,0.735485458,2308;5997,FOXO1;RGS2
GO:1902101,positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101),12,2,0.829947687,2.409790439,0.199539926,0.735485458,9700;9787,DLGAP5;ESPL1
GO:0045842,positive regulation of mitotic metaphase/anaphase transition (GO:0045842),12,2,0.829947687,2.409790439,0.199539926,0.735485458,9700;9787,DLGAP5;ESPL1
GO:1901970,positive regulation of mitotic sister chromatid separation (GO:1901970),12,2,0.829947687,2.409790439,0.199539926,0.735485458,9700;9787,DLGAP5;ESPL1
GO:0015867,ATP transport (GO:0015867),12,2,0.829947687,2.409790439,0.199539926,0.735485458,368;1378,ABCC6;CR1
GO:0071498,cellular response to fluid shear stress (GO:0071498),12,2,0.829947687,2.409790439,0.199539926,0.735485458,10365;9314,KLF4;KLF2
GO:0042340,keratan sulfate catabolic process (GO:0042340),12,2,0.829947687,2.409790439,0.199539926,0.735485458,4969;5549,OGN;PRELP
GO:0002902,regulation of B cell apoptotic process (GO:0002902),12,2,0.829947687,2.409790439,0.199539926,0.735485458,9212;8660,AURKB;IRS2
GO:0072527,pyrimidine-containing compound metabolic process (GO:0072527),12,2,0.829947687,2.409790439,0.199539926,0.735485458,5169;80704,SLC19A3;ENPP3
GO:0051145,smooth muscle cell differentiation (GO:0051145),12,2,0.829947687,2.409790439,0.199539926,0.735485458,23493;1910,EDNRB;HEY2
GO:0019219,regulation of nucleobase-containing compound metabolic process (GO:0019219),12,2,0.829947687,2.409790439,0.199539926,0.735485458,4857;10644,NOVA1;IGF2BP2
GO:0090329,regulation of DNA-dependent DNA replication (GO:0090329),12,2,0.829947687,2.409790439,0.199539926,0.735485458,81620;641,CDT1;BLM
GO:0019369,arachidonic acid metabolic process (GO:0019369),57,6,3.942251512,1.521972909,0.199563597,0.735485458,11343;5321;5730;5740;8644;5743,PLA2G4A;PTGS2;AKR1C3;MGLL;PTGDS;PTGIS
GO:0043648,dicarboxylic acid metabolic process (GO:0043648),57,6,3.942251512,1.521972909,0.199563597,0.735485458,137872;6898;23498;2350;5105;10840,ALDH1L1;PCK1;ADHFE1;TAT;HAAO;FOLR2
GO:1901653,cellular response to peptide (GO:1901653),57,6,3.942251512,1.521972909,0.199563597,0.735485458,154;4804;3479;857;948;1583,CAV1;ADRB2;CD36;NGFR;CYP11A1;IGF1
GO:0010822,positive regulation of mitochondrion organization (GO:0010822),57,6,3.942251512,1.521972909,0.199563597,0.735485458,6790;5366;10891;4318;1634;5329,AURKA;PPARGC1A;MMP9;PLAUR;DCN;PMAIP1
GO:0000165,MAPK cascade (GO:0000165),302,25,20.88701678,1.196915781,0.200890026,0.739920309,7538;3815;2255;2252;1956;3479;2246;284;3084;5734;983;5979;6711;2675;8660;4684;2247;4233;7010;1848;9365;152831;9542;54756;22808,CDK1;NRG2;FGF1;KL;FGF2;KIT;MRAS;KLB;EGFR;SPTBN1;NCAM1;ANGPT1;DUSP6;MET;PTGER4;GFRA2;IRS2;ZFP36;FGF10;IL17RD;NRG1;IGF1;FGF7;TEK;RET
GO:1902532,negative regulation of intracellular signal transduction (GO:1902532),197,17,13.62497452,1.247708755,0.204107536,0.751310714,9368;7498;11113;857;5138;55024;9370;4318;1843;5140;57761;5187;5329;219790;286827;114804;50940,PER1;PDE2A;CAV1;CIT;TRIM59;ADIPOQ;RTKN2;PDE11A;DUSP1;TRIB3;MMP9;PLAUR;PDE3B;SLC9A3R1;RNF157;XDH;BANK1
GO:0051973,positive regulation of telomerase activity (GO:0051973),34,4,2.351518446,1.701028545,0.206044233,0.756586367,9212;4751;9314;5570,NEK2;AURKB;KLF4;PKIB
GO:0036465,synaptic vesicle recycling (GO:0036465),34,4,2.351518446,1.701028545,0.206044233,0.756586367,6622;6623;57502;90019,SNCA;SNCG;SYT8;NLGN4X
GO:0048545,response to steroid hormone (GO:0048545),34,4,2.351518446,1.701028545,0.206044233,0.756586367,857;477;2908;7035,ATP1A2;CAV1;NR3C1;TFPI
GO:0007224,smoothened signaling pathway (GO:0007224),34,4,2.351518446,1.701028545,0.206044233,0.756586367,139411;5727;6491;8643,STIL;PTCHD1;PTCH2;PTCH1
GO:0016125,sterol metabolic process (GO:0016125),70,7,4.841361506,1.445874263,0.208563447,0.76491266,1066;51302;56603;1583;6713;23461;3931,LCAT;ABCA5;CES1;SQLE;CYP39A1;CYP11A1;CYP26B1
GO:1901987,regulation of cell cycle phase transition (GO:1901987),95,9,6.570419186,1.369775618,0.209933653,0.76491266,11065;991;27338;701;983;4085;5347;891;51512,UBE2C;CDK1;PLK1;CCNB1;BUB1B;CDC20;GTSE1;MAD2L1;UBE2S
GO:0001933,negative regulation of protein phosphorylation (GO:0001933),146,13,10.09769685,1.287422289,0.210109564,0.76491266,1756;6622;7498;4916;51085;857;9370;6422;55022;10253;57761;401265;79007,SPRY2;DMD;CAV1;SFRP1;ADIPOQ;SNCA;MLXIPL;KLHL31;PID1;NTRK3;TRIB3;DBNDD1;XDH
GO:0045879,negative regulation of smoothened signaling pathway (GO:0045879),23,3,1.590733066,1.885922952,0.210162684,0.76491266,2719;5727;8643,GPC3;PTCH2;PTCH1
GO:0090317,negative regulation of intracellular protein transport (GO:0090317),23,3,1.590733066,1.885922952,0.210162684,0.76491266,3753;347;9370,KCNE1;ADIPOQ;APOD
GO:0048675,axon extension (GO:0048675),23,3,1.590733066,1.885922952,0.210162684,0.76491266,54437;10371;6586,SEMA5B;SLIT3;SEMA3A
GO:0036152,phosphatidylethanolamine acyl-chain remodeling (GO:0036152),23,3,1.590733066,1.885922952,0.210162684,0.76491266,5321;5320;129642,PLA2G4A;MBOAT2;PLA2G2A
GO:0030262,apoptotic nuclear changes (GO:0030262),23,3,1.590733066,1.885922952,0.210162684,0.76491266,130399;7153;1776,TOP2A;DNASE1L3;ACVR1C
GO:0046825,regulation of protein export from nucleus (GO:0046825),23,3,1.590733066,1.885922952,0.210162684,0.76491266,10411;5784;51512,GTSE1;RAPGEF3;PTPN14
GO:0009117,nucleotide metabolic process (GO:0009117),23,3,1.590733066,1.885922952,0.210162684,0.76491266,5169;23057;26289,NMNAT2;AK5;ENPP3
GO:0035066,positive regulation of histone acetylation (GO:0035066),23,3,1.590733066,1.885922952,0.210162684,0.76491266,10891;4582;50943,FOXP3;PPARGC1A;MUC1
GO:1904353,regulation of telomere capping (GO:1904353),23,3,1.590733066,1.885922952,0.210162684,0.76491266,9212;4751;5570,NEK2;AURKB;PKIB
GO:0008645,hexose transmembrane transport (GO:0008645),23,3,1.590733066,1.885922952,0.210162684,0.76491266,6517;6523;55974,SLC50A1;SLC2A4;SLC5A1
GO:0009152,purine ribonucleotide biosynthetic process (GO:0009152),46,5,3.181466132,1.57160246,0.210466141,0.76491266,111;196883;4881;4882;26289,NPR1;ADCY4;AK5;NPR2;ADCY5
GO:0010569,regulation of double-strand break repair via homologous recombination (GO:0010569),46,5,3.181466132,1.57160246,0.210466141,0.76491266,10721;116028;5888;10635;55010,RAD51;RMI2;POLQ;RAD51AP1;PARPBP
GO:0032496,response to lipopolysaccharide (GO:0032496),159,14,10.99680685,1.273096836,0.21058069,0.76491266,7538;6622;10563;3569;7292;1373;3627;4283;1511;6590;2920;4435;57402;6403,CXCL2;SNCA;CXCL10;TNFSF4;ZFP36;CPS1;CITED1;IL6;S100A14;CXCL9;CTSG;SELP;SLPI;CXCL13
GO:0010977,negative regulation of neuron projection development (GO:0010977),58,6,4.011413819,1.495731996,0.210602304,0.76491266,4804;10371;1949;4038;23189;53335,KANK1;NGFR;LRP4;SEMA3A;EFNB3;BCL11A
GO:0043112,receptor metabolic process (GO:0043112),58,6,4.011413819,1.495731996,0.210602304,0.76491266,6622;857;133;10267;948;11031,CAV1;SNCA;CD36;RAB31;RAMP1;ADM
GO:0006869,lipid transport (GO:0006869),108,10,7.46952918,1.338772466,0.213052736,0.773345407,2180;10351;26154;948;1645;23461;225;10349;23460;10350,ABCA10;ABCA9;ABCA8;ABCA5;AKR1C1;CD36;ABCA6;ABCD2;ACSL1;ABCA12
GO:0042326,negative regulation of phosphorylation (GO:0042326),83,8,5.740471499,1.393613748,0.214562413,0.778355258,7498;4916;3624;8660;5207;55022;1028;401265,INHBA;CDKN1C;KLHL31;PFKFB1;PID1;NTRK3;IRS2;XDH
GO:0007204,positive regulation of cytosolic calcium ion concentration (GO:0007204),147,13,10.16685916,1.278664314,0.217004091,0.786737993,111;10563;6288;857;5737;5734;948;185;1906;1907;57158;6869;2151,CAV1;SAA1;JPH2;CD36;TACR1;PTGFR;PTGER4;ADCY5;EDN1;EDN2;F2RL2;AGTR1;CXCL13
GO:0048015,phosphatidylinositol-mediated signaling (GO:0048015),71,7,4.910523813,1.425509837,0.21868237,0.790914396,3479;2625;7301;8660;1906;5288;9651,IRS2;PIK3C2G;IGF1;EDN1;TYRO3;PLCH2;GATA3
GO:0002573,myeloid leukocyte differentiation (GO:0002573),71,7,4.910523813,1.425509837,0.21868237,0.790914396,3815;5468;7048;51176;1050;1869;4318,KIT;TGFBR2;PPARG;E2F1;LEF1;MMP9;CEBPA
GO:1903829,positive regulation of cellular protein localization (GO:1903829),71,7,4.910523813,1.425509837,0.21868237,0.790914396,4804;983;5347;81620;10403;79608;51512,CDK1;NDC80;PLK1;GTSE1;NGFR;RIC3;CDT1
GO:0050829,defense response to Gram-negative bacterium (GO:0050829),71,7,4.910523813,1.425509837,0.21868237,0.790914396,3569;358;4057;1511;1672;5919;6403,AQP1;DEFB1;IL6;CTSG;SELP;RARRES2;LTF
GO:0060236,regulation of mitotic spindle organization (GO:0060236),35,4,2.420680753,1.652427729,0.220897389,0.797007325,22974;2770;5347;10460,TPX2;PLK1;TACC3;GNAI1
GO:1904646,cellular response to amyloid-beta (GO:1904646),35,4,2.420680753,1.652427729,0.220897389,0.797007325,154;4804;3479;948,ADRB2;CD36;NGFR;IGF1
GO:0070301,cellular response to hydrogen peroxide (GO:0070301),35,4,2.420680753,1.652427729,0.220897389,0.797007325,301;1894;3569;358,ANXA1;ECT2;AQP1;IL6
GO:0046889,positive regulation of lipid biosynthetic process (GO:0046889),35,4,2.420680753,1.652427729,0.220897389,0.797007325,10580;51085;2822;440503,SORBS1;MLXIPL;GPLD1;PLIN5
GO:0050890,cognition (GO:0050890),47,5,3.250628439,1.53816411,0.223203261,0.798311073,11170;64220;4248;139411;55084,FAM107A;SOBP;PTCHD1;MGAT3;STRA6
GO:0061371,determination of heart left/right asymmetry (GO:0061371),47,5,3.250628439,1.53816411,0.223203261,0.798311073,9645;7048;2348;64321;6491,STIL;TGFBR2;MICAL2;SOX17;FOLR1
GO:0003143,embryonic heart tube morphogenesis (GO:0003143),47,5,3.250628439,1.53816411,0.223203261,0.798311073,9645;7048;2348;64321;6491,STIL;TGFBR2;MICAL2;SOX17;FOLR1
GO:0001837,epithelial to mesenchymal transition (GO:0001837),47,5,3.250628439,1.53816411,0.223203261,0.798311073,650;23493;51176;7049;81610,FAM83D;TGFBR3;BMP2;LEF1;HEY2
