geneSet,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0071499,cellular response to laminar fluid shear stress (GO:0071499),7,2,0.482709423,4.143279381,0.079113274,0.454219915,10365;9314,KLF2;KLF4
GO:0032291,axon ensheathment in central nervous system (GO:0032291),7,2,0.482709423,4.143279381,0.079113274,0.454219915,6663;5354,PLP1;SOX10
GO:0003256,regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation (GO:0003256),7,2,0.482709423,4.143279381,0.079113274,0.454219915,6722;93649,MYOCD;SRF
GO:0006600,creatine metabolic process (GO:0006600),7,2,0.482709423,4.143279381,0.079113274,0.454219915,2593;1152,CKB;GAMT
GO:1901387,positive regulation of voltage-gated calcium channel activity (GO:1901387),7,2,0.482709423,4.143279381,0.079113274,0.454219915,783;781,CACNB2;CACNA2D1
GO:0044065,regulation of respiratory system process (GO:0044065),7,2,0.482709423,4.143279381,0.079113274,0.454219915,477;57616,ATP1A2;TSHZ3
GO:1903979,negative regulation of microglial cell activation (GO:1903979),7,2,0.482709423,4.143279381,0.079113274,0.454219915,23208;6376,CX3CL1;SYT11
GO:2000727,positive regulation of cardiac muscle cell differentiation (GO:2000727),7,2,0.482709423,4.143279381,0.079113274,0.454219915,4208;93649,MYOCD;MEF2C
GO:1901894,regulation of ATPase-coupled calcium transmembrane transporter activity (GO:1901894),7,2,0.482709423,4.143279381,0.079113274,0.454219915,5350;6262,PLN;RYR2
GO:0015671,oxygen transport (GO:0015671),7,2,0.482709423,4.143279381,0.079113274,0.454219915,4609;114757,CYGB;MYC
GO:1904590,negative regulation of protein import (GO:1904590),7,2,0.482709423,4.143279381,0.079113274,0.454219915,51715;347,RAB23;APOD
GO:0042308,negative regulation of protein import into nucleus (GO:0042308),7,2,0.482709423,4.143279381,0.079113274,0.454219915,51715;347,RAB23;APOD
GO:0086036,regulation of cardiac muscle cell membrane potential (GO:0086036),7,2,0.482709423,4.143279381,0.079113274,0.454219915,5350;5348,FXYD1;PLN
GO:0032387,negative regulation of intracellular transport (GO:0032387),7,2,0.482709423,4.143279381,0.079113274,0.454219915,5350;1410,CRYAB;PLN
GO:1902746,regulation of lens fiber cell differentiation (GO:1902746),7,2,0.482709423,4.143279381,0.079113274,0.454219915,2247;10252,SPRY1;FGF2
GO:0031935,regulation of chromatin silencing (GO:0031935),7,2,0.482709423,4.143279381,0.079113274,0.454219915,8318;29028,CDC45;ATAD2
GO:0045913,positive regulation of carbohydrate metabolic process (GO:0045913),24,4,1.655003737,2.416912972,0.079347912,0.454219915,3479;8671;5563;5210,PFKFB4;SLC4A4;IGF1;PRKAA2
GO:0030279,negative regulation of ossification (GO:0030279),24,4,1.655003737,2.416912972,0.079347912,0.454219915,5167;4208;6422;22943,SFRP1;MEF2C;DKK1;ENPP1
GO:0010837,regulation of keratinocyte proliferation (GO:0010837),24,4,1.655003737,2.416912972,0.079347912,0.454219915,7538;2252;687;374,KLF9;ZFP36;FGF7;AREG
GO:0099565,"chemical synaptic transmission, postsynaptic (GO:0099565)",24,4,1.655003737,2.416912972,0.079347912,0.454219915,4208;2906;120892;23542,LRRK2;MEF2C;GRIN2D;MAPK8IP2
GO:0050805,negative regulation of synaptic transmission (GO:0050805),24,4,1.655003737,2.416912972,0.079347912,0.454219915,23208;120892;6812;2899,LRRK2;GRIK3;SYT11;STXBP1
GO:0044319,"wound healing, spreading of cells (GO:0044319)",24,4,1.655003737,2.416912972,0.079347912,0.454219915,2316;83478;3678;4321,FLNA;ARHGAP24;ITGA5;MMP12
GO:0055007,cardiac muscle cell differentiation (GO:0055007),24,4,1.655003737,2.416912972,0.079347912,0.454219915,4208;6546;4629;93649,MYOCD;MEF2C;MYH11;SLC8A1
GO:0048841,regulation of axon extension involved in axon guidance (GO:0048841),24,4,1.655003737,2.416912972,0.079347912,0.454219915,54437;9723;7869;56920,SEMA5B;SEMA3G;SEMA3E;SEMA3B
GO:0051497,negative regulation of stress fiber assembly (GO:0051497),24,4,1.655003737,2.416912972,0.079347912,0.454219915,84952;395;10395;3925,ARHGAP6;CGNL1;STMN1;DLC1
GO:0032768,regulation of monooxygenase activity (GO:0032768),24,4,1.655003737,2.416912972,0.079347912,0.454219915,6622;857;114757;115677,NOSTRIN;CAV1;CYGB;SNCA
GO:0045833,negative regulation of lipid metabolic process (GO:0045833),24,4,1.655003737,2.416912972,0.079347912,0.454219915,150;341;347;83643,CCDC3;ADRA2A;APOD;APOC1
GO:0097028,dendritic cell differentiation (GO:0097028),24,4,1.655003737,2.416912972,0.079347912,0.454219915,7048;2621;7226;558,TGFBR2;GAS6;AXL;TRPM2
GO:0007269,neurotransmitter secretion (GO:0007269),44,6,3.034173517,1.97747425,0.079799045,0.454219915,6622;2571;9379;9378;6812;5799,NRXN1;PTPRN2;NRXN2;GAD1;STXBP1;SNCA
GO:1904645,response to amyloid-beta (GO:1904645),44,6,3.034173517,1.97747425,0.079799045,0.454219915,154;4804;3479;4322;781;4321,NGFR;MMP13;IGF1;ADRB2;CACNA2D1;MMP12
GO:0051496,positive regulation of stress fiber assembly (GO:0051496),44,6,3.034173517,1.97747425,0.079799045,0.454219915,7168;22899;1902;10979;10411;6422,SFRP1;ARHGEF15;FERMT2;LPAR1;RAPGEF3;TPM1
GO:0048260,positive regulation of receptor-mediated endocytosis (GO:0048260),44,6,3.034173517,1.97747425,0.079799045,0.454219915,6366;6401;284;1191;718;9863,CLU;C3;MAGI2;SELE;CCL21;ANGPT1
GO:0055065,metal ion homeostasis (GO:0055065),44,6,3.034173517,1.97747425,0.079799045,0.454219915,3757;6622;857;57158;6546;84561,SLC12A8;CAV1;JPH2;KCNH2;SLC8A1;SNCA
GO:0048247,lymphocyte chemotaxis (GO:0048247),44,6,3.034173517,1.97747425,0.079799045,0.454219915,6366;2621;1880;9023;6376;6347,GAS6;GPR183;CX3CL1;CH25H;CCL2;CCL21
GO:0046457,prostanoid biosynthetic process (GO:0046457),15,3,1.034377335,2.900295567,0.079871976,0.454219915,5730;5740;5742,PTGS1;PTGDS;PTGIS
GO:0070207,protein homotrimerization (GO:0070207),15,3,1.034377335,2.900295567,0.079871976,0.454219915,84976;286133;79689,SCARA5;STEAP4;DISP1
GO:0070206,protein trimerization (GO:0070206),15,3,1.034377335,2.900295567,0.079871976,0.454219915,84976;286133;79689,SCARA5;STEAP4;DISP1
GO:0048011,neurotrophin TRK receptor signaling pathway (GO:0048011),15,3,1.034377335,2.900295567,0.079871976,0.454219915,4804;4915;627,NGFR;BDNF;NTRK2
GO:0051571,positive regulation of histone H3-K4 methylation (GO:0051571),15,3,1.034377335,2.900295567,0.079871976,0.454219915,672;4602;1789,BRCA1;DNMT3B;MYB
GO:0032331,negative regulation of chondrocyte differentiation (GO:0032331),15,3,1.034377335,2.900295567,0.079871976,0.454219915,2202;7483;81792,EFEMP1;WNT9A;ADAMTS12
GO:1903715,regulation of aerobic respiration (GO:1903715),15,3,1.034377335,2.900295567,0.079871976,0.454219915,205;1346;863,COX7A1;CBFA2T3;AK4
GO:0043401,steroid hormone mediated signaling pathway (GO:0043401),15,3,1.034377335,2.900295567,0.079871976,0.454219915,2099;5241;4306,PGR;NR3C2;ESR1
GO:0045649,regulation of macrophage differentiation (GO:0045649),15,3,1.034377335,2.900295567,0.079871976,0.454219915,3624;146433;3398,IL34;INHBA;ID2
GO:2001028,positive regulation of endothelial cell chemotaxis (GO:2001028),15,3,1.034377335,2.900295567,0.079871976,0.454219915,2247;2260;64094,FGF2;SMOC2;FGFR1
GO:2001169,regulation of ATP biosynthetic process (GO:2001169),15,3,1.034377335,2.900295567,0.079871976,0.454219915,205;10891;55022,PID1;PPARGC1A;AK4
GO:0046827,positive regulation of protein export from nucleus (GO:0046827),15,3,1.034377335,2.900295567,0.079871976,0.454219915,2621;10411;51512,GAS6;GTSE1;RAPGEF3
GO:2000050,regulation of non-canonical Wnt signaling pathway (GO:2000050),15,3,1.034377335,2.900295567,0.079871976,0.454219915,6422;23500;84870,SFRP1;RSPO3;DAAM2
GO:1903672,positive regulation of sprouting angiogenesis (GO:1903672),15,3,1.034377335,2.900295567,0.079871976,0.454219915,2247;3678;9314,FGF2;KLF4;ITGA5
GO:0046039,GTP metabolic process (GO:0046039),15,3,1.034377335,2.900295567,0.079871976,0.454219915,205;51715;120892,LRRK2;RAB23;AK4
GO:0070932,histone H3 deacetylation (GO:0070932),15,3,1.034377335,2.900295567,0.079871976,0.454219915,9759;8864;5187,PER1;PER2;HDAC4
GO:0050651,dermatan sulfate proteoglycan biosynthetic process (GO:0050651),15,3,1.034377335,2.900295567,0.079871976,0.454219915,55790;1634;1464,CSGALNACT1;DCN;CSPG4
GO:0006883,cellular sodium ion homeostasis (GO:0006883),15,3,1.034377335,2.900295567,0.079871976,0.454219915,6546;477;482,ATP1A2;ATP1B2;SLC8A1
GO:0072503,cellular divalent inorganic cation homeostasis (GO:0072503),111,12,7.654392282,1.567727333,0.080330673,0.456396671,489;857;5745;287;6387;6781;493;9104;57419;6262;6546;4499,ANK2;PTH1R;SLC24A3;RGN;MT1M;CXCL12;CAV1;ATP2A3;ATP2B4;RYR2;SLC8A1;STC1
GO:0010823,negative regulation of mitochondrion organization (GO:0010823),34,5,2.344588627,2.132570269,0.081584948,0.461410459,3479;1191;3082;7037;255027,CLU;IGF1;HGF;TFRC;MPV17L
GO:0055010,ventricular cardiac muscle tissue morphogenesis (GO:0055010),34,5,2.344588627,2.132570269,0.081584948,0.461410459,7168;7139;7049;6262;23414,TGFBR3;TPM1;TNNT2;RYR2;ZFPM2
GO:0010524,positive regulation of calcium ion transport into cytosol (GO:0010524),34,5,2.344588627,2.132570269,0.081584948,0.461410459,9472;6622;857;7220;6376,CAV1;CX3CL1;AKAP6;TRPC1;SNCA
GO:0051281,positive regulation of release of sequestered calcium ion into cytosol (GO:0051281),34,5,2.344588627,2.132570269,0.081584948,0.461410459,9472;6622;57158;7220;6376,JPH2;CX3CL1;AKAP6;TRPC1;SNCA
GO:0031175,neuron projection development (GO:0031175),171,17,11.79190162,1.441667387,0.081596959,0.461410459,23043;8522;627;3569;5354;3071;3897;152330;2048;66000;120892;2824;9201;7832;3925;114787;10129,PLP1;IL6;LRRK2;GPRIN1;GAS7;L1CAM;BDNF;DCLK1;CNTN4;STMN1;NCKAP1L;GPM6B;BTG2;TNIK;TMEM108;EPHB2;FRY
GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),55,7,3.792716897,1.845642633,0.082437868,0.465727465,6622;4804;2621;358;2537;3082;9314,AQP1;KLF4;NGFR;GAS6;HGF;IFI6;SNCA
GO:0072659,protein localization to plasma membrane (GO:0072659),136,14,9.378354508,1.492799189,0.085930137,0.48500099,2316;23043;2621;10267;26154;783;287;2258;91663;6812;30846;254887;92162;7871,ANK2;TMEM88;RAMP1;GAS6;MYADM;FGF13;EHD2;FLNA;CACNB2;SLMAP;ABCA12;ZDHHC23;TNIK;STXBP1
GO:0030218,erythrocyte differentiation (GO:0030218),45,6,3.103132006,1.933530378,0.086984552,0.489573169,3815;3624;3071;7049;3398;6886,TGFBR3;INHBA;ID2;NCKAP1L;KIT;TAL1
GO:0032720,negative regulation of tumor necrosis factor production (GO:0032720),45,6,3.103132006,1.933530378,0.086984552,0.489573169,3479;2621;947;23208;6376;11213,CD34;GAS6;CX3CL1;IGF1;IRAK3;SYT11
GO:0051962,positive regulation of nervous system development (GO:0051962),45,6,3.103132006,1.933530378,0.086984552,0.489573169,627;9378;2048;94030;5789;5176,NRXN1;BDNF;PTPRD;EPHB2;LRRC4B;SERPINF1
GO:0009893,positive regulation of metabolic process (GO:0009893),113,12,7.79230926,1.539979947,0.089068421,0.497527219,32;154;6319;2167;857;8864;63976;10891;3953;7067;4237;133522,PER2;CAV1;PPARGC1A;ACACB;SCD;LEPR;THRA;FABP4;ADRB2;PPARGC1B;PRDM16;MFAP2
GO:0010830,regulation of myotube differentiation (GO:0010830),25,4,1.723962226,2.320236453,0.089546484,0.497527219,221662;627;9759;1048,RBM24;BDNF;HDAC4;CEACAM5
GO:0071331,cellular response to hexose stimulus (GO:0071331),25,4,1.723962226,2.320236453,0.089546484,0.497527219,65010;2621;6659;5563,SLC26A6;SOX4;GAS6;PRKAA2
GO:0003148,outflow tract septum morphogenesis (GO:0003148),25,4,1.723962226,2.320236453,0.089546484,0.497527219,55742;7048;2627;23414,TGFBR2;GATA6;PARVA;ZFPM2
GO:1901889,negative regulation of cell junction assembly (GO:1901889),25,4,1.723962226,2.320236453,0.089546484,0.497527219,11170;395;10395;347,FAM107A;ARHGAP6;DLC1;APOD
GO:2000311,regulation of AMPA receptor activity (GO:2000311),25,4,1.723962226,2.320236453,0.089546484,0.497527219,154;4208;5649;23542,RELN;MEF2C;MAPK8IP2;ADRB2
GO:0045806,negative regulation of endocytosis (GO:0045806),25,4,1.723962226,2.320236453,0.089546484,0.497527219,857;341;2042;23208,EPHA3;CAV1;APOC1;SYT11
GO:0090279,regulation of calcium ion import (GO:0090279),25,4,1.723962226,2.320236453,0.089546484,0.497527219,6387;5350;6781;6347,PLN;CXCL12;CCL2;STC1
GO:0032414,positive regulation of ion transmembrane transporter activity (GO:0032414),25,4,1.723962226,2.320236453,0.089546484,0.497527219,1756;287;5243;482,ANK2;ATP1B2;DMD;ABCB1
GO:0072507,divalent inorganic cation homeostasis (GO:0072507),25,4,1.723962226,2.320236453,0.089546484,0.497527219,6622;857;57158;6546,CAV1;JPH2;SLC8A1;SNCA
GO:0010575,positive regulation of vascular endothelial growth factor production (GO:0010575),25,4,1.723962226,2.320236453,0.089546484,0.497527219,3569;672;718;3572,IL6;BRCA1;IL6ST;C3
GO:0060236,regulation of mitotic spindle organization (GO:0060236),35,5,2.413547116,2.07163969,0.090053172,0.497527219,79866;22974;5347;10460;84722,BORA;PLK1;TPX2;TACC3;PSRC1
GO:0051147,regulation of muscle cell differentiation (GO:0051147),35,5,2.413547116,2.07163969,0.090053172,0.497527219,6722;4208;93649;3398;91653,MYOCD;MEF2C;SRF;ID2;BOC
GO:0043627,response to estrogen (GO:0043627),35,5,2.413547116,2.07163969,0.090053172,0.497527219,857;6422;672;2099;10865,SFRP1;CAV1;BRCA1;ARID5A;ESR1
GO:0071526,semaphorin-plexin signaling pathway (GO:0071526),35,5,2.413547116,2.07163969,0.090053172,0.497527219,2316;54437;9723;7869;56920,SEMA5B;SEMA3G;SEMA3E;FLNA;SEMA3B
GO:0043551,regulation of phosphatidylinositol 3-kinase activity (GO:0043551),35,5,2.413547116,2.07163969,0.090053172,0.497527219,3815;6366;2247;5156;388121,TNFAIP8L3;FGF2;KIT;CCL21;PDGFRA
GO:0030324,lung development (GO:0030324),35,5,2.413547116,2.07163969,0.090053172,0.497527219,2252;1116;2294;2247;6943,TCF21;FOXF1;FGF2;FGF7;CHI3L1
GO:0032886,regulation of microtubule-based process (GO:0032886),35,5,2.413547116,2.07163969,0.090053172,0.497527219,11170;6790;11076;2042;5563,FAM107A;TPPP;AURKA;EPHA3;PRKAA2
GO:0046890,regulation of lipid biosynthetic process (GO:0046890),35,5,2.413547116,2.07163969,0.090053172,0.497527219,10580;5563;5166;51422;718,PDK4;SORBS1;C3;PRKAG2;PRKAA2
GO:0099177,regulation of trans-synaptic signaling (GO:0099177),35,5,2.413547116,2.07163969,0.090053172,0.497527219,627;5649;7804;2901;2899,RELN;GRIK3;BDNF;LRP8;GRIK5
GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100),90,10,6.206264013,1.611275315,0.090602064,0.500100096,3624;3625;656;653;9839;11030;7272;1028;7041;23090,BMP5;INHBA;TTK;ZEB2;RBPMS;BMP8B;TGFB1I1;CDKN1C;INHBB;ZNF423
GO:0050821,protein stabilization (GO:0050821),174,17,11.99877709,1.416811053,0.092194398,0.505447935,2316;55742;3479;338328;1191;287;6659;64321;10891;4487;482;1410;51512;8863;9099;9532;92162,GPIHBP1;SOX17;CRYAB;ANK2;ATP1B2;SOX4;TMEM88;CLU;GTSE1;PPARGC1A;USP2;FLNA;BAG2;MSX1;PER3;IGF1;PARVA
GO:0030182,neuron differentiation (GO:0030182),174,17,11.99877709,1.416811053,0.092194398,0.505447935,4915;3624;9464;6722;4208;6659;2535;5308;7483;7472;8324;4929;7482;5789;7732;3398;84913,NR4A2;SOX4;MEF2C;SRF;INHBA;HAND2;RNF112;FZD7;ATOH8;WNT2B;FZD2;WNT2;ID2;WNT9A;NTRK2;PTPRD;PITX2
GO:0098662,inorganic cation transmembrane transport (GO:0098662),274,25,18.89462599,1.323127539,0.092292156,0.505447935,8912;6332;3757;489;2621;3777;775;6330;6324;8671;493;57419;6546;7226;6263;7220;3752;477;10060;3755;286133;84679;285195;3782;9481,SCARA5;ATP1A2;SCN7A;SLC9A9;SLC24A3;GAS6;KCNN3;KCNK3;CACNA1H;KCNH2;RYR3;SCN4B;ABCC9;KCND3;TRPM2;SLC4A4;KCNG1;ATP2A3;TRPC1;SCN1B;ATP2B4;SLC8A1;CACNA1C;SLC25A27;SLC9A7
GO:0061564,axon development (GO:0061564),79,9,5.447720633,1.652067095,0.093094716,0.505447935,4130;5354;3897;152330;322;6285;4131;4897;2048,PLP1;APBB1;L1CAM;CNTN4;MAP1B;NRCAM;MAP1A;S100B;EPHB2
GO:0090288,negative regulation of cellular response to growth factor stimulus (GO:0090288),79,9,5.447720633,1.652067095,0.093094716,0.505447935,9353;11117;2247;4093;493;10252;81792;348093;90993,SPRY1;FGF2;SLIT2;RBPMS2;EMILIN1;SMAD9;CREB3L1;ATP2B4;ADAMTS12
GO:0070972,protein localization to endoplasmic reticulum (GO:0070972),16,3,1.103335824,2.719027094,0.093465582,0.505447935,287;6262;120892,ANK2;LRRK2;RYR2
GO:0048008,platelet-derived growth factor receptor signaling pathway (GO:0048008),16,3,1.103335824,2.719027094,0.093465582,0.505447935,5156;8013;80310,NR4A3;PDGFD;PDGFRA
GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996),16,3,1.103335824,2.719027094,0.093465582,0.505447935,6401;3569;6403,IL6;SELP;SELE
GO:0008045,motor neuron axon guidance (GO:0008045),16,3,1.103335824,2.719027094,0.093465582,0.505447935,399;9353;9423,SLIT2;NTN1;RHOH
GO:0002082,regulation of oxidative phosphorylation (GO:0002082),16,3,1.103335824,2.719027094,0.093465582,0.505447935,205;1346;26471,COX7A1;AK4;NUPR1
GO:1900221,regulation of amyloid-beta clearance (GO:1900221),16,3,1.103335824,2.719027094,0.093465582,0.505447935,6722;1191;93649,MYOCD;SRF;CLU
GO:1903587,regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587),16,3,1.103335824,2.719027094,0.093465582,0.505447935,4804;185;2247,AGTR1;FGF2;NGFR
GO:0030857,negative regulation of epithelial cell differentiation (GO:0030857),16,3,1.103335824,2.719027094,0.093465582,0.505447935,857;10252;6935,SPRY1;CAV1;ZEB1
GO:0002407,dendritic cell chemotaxis (GO:0002407),16,3,1.103335824,2.719027094,0.093465582,0.505447935,6366;1880;7226,GPR183;TRPM2;CCL21
GO:0048245,eosinophil chemotaxis (GO:0048245),16,3,1.103335824,2.719027094,0.093465582,0.505447935,6366;6376;6347,CX3CL1;CCL2;CCL21
GO:0072677,eosinophil migration (GO:0072677),16,3,1.103335824,2.719027094,0.093465582,0.505447935,6366;6376;6347,CX3CL1;CCL2;CCL21
GO:1905508,protein localization to microtubule organizing center (GO:1905508),16,3,1.103335824,2.719027094,0.093465582,0.505447935,6491;29887;10615,SPAG5;STIL;SNX10
GO:0090201,negative regulation of release of cytochrome c from mitochondria (GO:0090201),16,3,1.103335824,2.719027094,0.093465582,0.505447935,3479;1191;3082,CLU;IGF1;HGF
GO:0008090,retrograde axonal transport (GO:0008090),16,3,1.103335824,2.719027094,0.093465582,0.505447935,4130;1740;66000,DLG2;MAP1A;TMEM108
GO:0046173,polyol biosynthetic process (GO:0046173),16,3,1.103335824,2.719027094,0.093465582,0.505447935,1593;2247;3707,FGF2;ITPKB;CYP27A1
GO:1902229,regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229),16,3,1.103335824,2.719027094,0.093465582,0.505447935,1191;6387;138151,CLU;CXCL12;NACC2
GO:0006688,glycosphingolipid biosynthetic process (GO:0006688),16,3,1.103335824,2.719027094,0.093465582,0.505447935,30815;6489;256435,ST6GALNAC6;ST8SIA1;ST6GALNAC3
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),403,35,27.79027108,1.259433559,0.093504925,0.505447935,3815;2252;154;4804;2690;4915;627;3479;284;3690;10580;6383;3071;624;2048;2045;2042;1944;23768;2247;4776;5166;5156;3082;2260;8013;558;9365;79801;1288;3925;4920;4919;9068;80310,PDK4;NR4A3;ANGPTL1;SORBS1;FGF2;EPHA3;NGFR;BDKRB2;FGF7;EPHA7;GHR;SDC2;BDNF;AXL;ROR1;FGFR1;PDGFD;IGF1;HGF;STMN1;NCKAP1L;KIT;NFATC4;SHCBP1;ADRB2;NTRK2;ITGB3;KL;PDGFRA;EPHB2;ROR2;COL4A6;ANGPT1;FLRT2;EFNA3
GO:0042509,regulation of tyrosine phosphorylation of STAT protein (GO:0042509),68,8,4.689177254,1.706056216,0.094929428,0.512133349,3815;2690;3479;3569;3570;9021;3572;85480,IL6;TSLP;IL6ST;GHR;SOCS3;IGF1;KIT;IL6R
GO:0002478,antigen processing and presentation of exogenous peptide antigen (GO:0002478),103,11,7.10272437,1.548701516,0.097516383,0.512133349,24137;29127;9493;81930;11004;1062;3832;56992;8722;6712;26153,KIF2C;KIF4A;KIF15;KIF26A;KIF18A;KIF11;KIF23;CENPE;RACGAP1;CTSF;SPTBN2
GO:0043393,regulation of protein binding (GO:0043393),115,12,7.930226238,1.513197687,0.098370075,0.512133349,857;6790;9212;5347;7122;9759;10763;120892;22943;1440;3078;9532,CLDN5;AURKA;LRRK2;CSF3;CAV1;PLK1;NES;BAG2;AURKB;CFHR1;HDAC4;DKK1
GO:0051128,regulation of cellular component organization (GO:0051128),139,14,9.585229975,1.460580501,0.098396264,0.512133349,11170;9928;6790;185;933;7037;11213;10235;55355;8425;58189;8643;11037;4288,FAM107A;AGTR1;WFDC1;AURKA;RASGRP2;KIF14;HJURP;LTBP4;MKI67;CD22;STON1;IRAK3;TFRC;PTCH2
GO:0031401,positive regulation of protein modification process (GO:0031401),213,20,14.68815816,1.361641111,0.098660221,0.512133349,23043;2252;10395;4915;284;2621;3690;10267;2247;120892;10411;3953;3082;7037;718;146433;57161;25999;894;157313,FGF2;LRRK2;RAMP1;IL34;GAS6;FGF7;CDCA2;CCND2;C3;RAPGEF3;LEPR;HGF;DLC1;CLIP3;PELI2;TFRC;TNIK;NTRK2;ITGB3;ANGPT1
GO:0051241,negative regulation of multicellular organismal process (GO:0051241),213,20,14.68815816,1.361641111,0.098660221,0.512133349,2621;5734;6722;4857;4208;4781;653;6781;6910;493;23208;6422;10252;93649;22943;11096;675;5334;5997;23090,RGS2;MYOCD;SPRY1;SFRP1;NOVA1;BMP5;MEF2C;SRF;GAS6;BRCA2;ADAMTS5;PLCL1;NFIB;ATP2B4;PTGER4;DKK1;SYT11;ZNF423;STC1;TBX5
GO:0045785,positive regulation of cell adhesion (GO:0045785),80,9,5.516679122,1.631416256,0.09884405,0.512133349,7168;5881;6366;79625;3071;6387;3373;285613;2199,CXCL12;HYAL1;RAC3;FBLN2;NDNF;TPM1;RELL2;NCKAP1L;CCL21
GO:0045840,positive regulation of mitotic nuclear division (GO:0045840),36,5,2.482505605,2.014094143,0.098956448,0.512133349,3479;6790;9700;9787;51203,AURKA;NUSAP1;DLGAP5;ESPL1;IGF1
GO:0051453,regulation of intracellular pH (GO:0051453),36,5,2.482505605,2.014094143,0.098956448,0.512133349,65010;8671;120892;84679;285195,SLC9A9;SLC26A6;LRRK2;SLC4A4;SLC9A7
GO:0003176,aortic valve development (GO:0003176),36,5,2.482505605,2.014094143,0.098956448,0.512133349,2006;140628;9353;11117;6586,SLIT3;GATA5;SLIT2;EMILIN1;ELN
GO:0070167,regulation of biomineral tissue development (GO:0070167),26,4,1.792920715,2.23099659,0.100338385,0.512133349,5167;1901;2621;166929,GAS6;S1PR1;SGMS2;ENPP1
GO:0005979,regulation of glycogen biosynthetic process (GO:0005979),26,4,1.792920715,2.23099659,0.100338385,0.512133349,5167;3479;10580;79660,SORBS1;IGF1;PPP1R3B;ENPP1
GO:0032231,regulation of actin filament bundle assembly (GO:0032231),26,4,1.792920715,2.23099659,0.100338385,0.512133349,5734;6376;11346;171024,SYNPO2;SYNPO;CX3CL1;PTGER4
GO:0010574,regulation of vascular endothelial growth factor production (GO:0010574),26,4,1.792920715,2.23099659,0.100338385,0.512133349,3569;672;718;3572,IL6;BRCA1;IL6ST;C3
GO:0035329,hippo signaling (GO:0035329),26,4,1.792920715,2.23099659,0.100338385,0.512133349,8642;154810;79633;25937,WWTR1;AMOTL1;DCHS1;FAT4
GO:0009308,amine metabolic process (GO:0009308),8,2,0.551667912,3.625369458,0.100790842,0.512133349,8639;11185,AOC3;INMT
GO:0046325,negative regulation of glucose import (GO:0046325),8,2,0.551667912,3.625369458,0.100790842,0.512133349,5167;55022,PID1;ENPP1
GO:1900119,positive regulation of execution phase of apoptosis (GO:1900119),8,2,0.551667912,3.625369458,0.100790842,0.512133349,10395;5740,PTGIS;DLC1
GO:0060159,regulation of dopamine receptor signaling pathway (GO:0060159),8,2,0.551667912,3.625369458,0.100790842,0.512133349,120892;5064,LRRK2;PALM
GO:0045628,regulation of T-helper 2 cell differentiation (GO:0045628),8,2,0.551667912,3.625369458,0.100790842,0.512133349,114548;5590,NLRP3;PRKCZ
GO:0002279,mast cell activation involved in immune response (GO:0002279),8,2,0.551667912,3.625369458,0.100790842,0.512133349,3815;8013,NR4A3;KIT
GO:0043303,mast cell degranulation (GO:0043303),8,2,0.551667912,3.625369458,0.100790842,0.512133349,3815;8013,NR4A3;KIT
GO:0045933,positive regulation of muscle contraction (GO:0045933),8,2,0.551667912,3.625369458,0.100790842,0.512133349,6722;93649,MYOCD;SRF
GO:0061387,regulation of extent of cell growth (GO:0061387),8,2,0.551667912,3.625369458,0.100790842,0.512133349,10439;4897,OLFM1;NRCAM
GO:0060054,positive regulation of epithelial cell proliferation involved in wound healing (GO:0060054),8,2,0.551667912,3.625369458,0.100790842,0.512133349,8324;4321,FZD7;MMP12
GO:0048846,axon extension involved in axon guidance (GO:0048846),8,2,0.551667912,3.625369458,0.100790842,0.512133349,9353;6586,SLIT3;SLIT2
GO:1902284,neuron projection extension involved in neuron projection guidance (GO:1902284),8,2,0.551667912,3.625369458,0.100790842,0.512133349,9353;6586,SLIT3;SLIT2
GO:0003300,cardiac muscle hypertrophy (GO:0003300),8,2,0.551667912,3.625369458,0.100790842,0.512133349,9759;6262,HDAC4;RYR2
GO:0098909,regulation of cardiac muscle cell action potential involved in regulation of contraction (GO:0098909),8,2,0.551667912,3.625369458,0.100790842,0.512133349,857;2258,CAV1;FGF13
GO:0015884,folic acid transport (GO:0015884),8,2,0.551667912,3.625369458,0.100790842,0.512133349,6573;2350,SLC19A1;FOLR2
GO:0099625,ventricular cardiac muscle cell membrane repolarization (GO:0099625),8,2,0.551667912,3.625369458,0.100790842,0.512133349,3757;3752,KCNH2;KCND3
GO:0060316,positive regulation of ryanodine-sensitive calcium-release channel activity (GO:0060316),8,2,0.551667912,3.625369458,0.100790842,0.512133349,9472;57158,JPH2;AKAP6
GO:0035865,cellular response to potassium ion (GO:0035865),8,2,0.551667912,3.625369458,0.100790842,0.512133349,8912;1740,DLG2;CACNA1H
