TERM_ID	TERM	OVERLAPP_VALUE	ADJUSTED_P_VALUE	OLD_P_VALUE	OLD_ADJUSTED_P_VALUE	ODDS_RATIO	COMBINED_SCORE	GENES
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)	92/1359	0.10613045224081268	0.36812398410098307	0	0	1.159024527571524	2.5997919928226914	ZNF331;THRA;TCF21;SIX1;HIF3A;FOXM1;MEOX2;MEOX1;NR3C2;SOX17;SIX4;MYC;MYB;MYBL2;PITX2;PITX1;JUNB;SOX7;SOX4;PKNOX2;MEF2C;PEG3;EBF1;TFEB;MITF;EBF3;FOS;ETV4;SOX10;KLF15;FOXP2;HIC1;ZEB2;ZEB1;TAL1;HAND2;IRF5;PGR;ATF3;JDP2;CREB5;HDAC4;ZNF671;ZNF471;NFIX;HLF;ZBTB47;CEBPD;SRF;GATA6;CREM;TWIST2;GATA5;NACC2;ATOH8;PRDM16;E2F1;E2F2;MSX1;OTX1;ZNF423;E2F7;E2F8;ZSCAN18;EGR1;EGR2;EGR3;JUND;FOXF1;ZBTB16;NR2F1;SMAD9;TBX5;KLF4;ESR1;KLF2;NFATC4;POU6F1;FOSL1;NR4A2;PER1;NR4A1;KLF6;NR4A3;NFIA;NFIB;MAFF;KLF9;FOSB;SIM2;ZNF135;ZFP28
GO:0019209	kinase activator activity (GO:0019209)	4/31	0.11007428185885887	0.3781499252376108	0	0	2.3441605042279012	5.172624220449193	TPX2;PRKAG2;NCKAP1L;FGF13
GO:0015276	ligand-gated ion channel activity (GO:0015276)	4/31	0.11007428185885887	0.3781499252376108	0	0	2.3441605042279012	5.172624220449193	GRIK5;GRIK3;ANXA6;GRIN2D
GO:0001223	transcription coactivator binding (GO:0001223)	3/20	0.11295061210352042	0.3805432366956148	0	0	2.7914438502673797	6.0875936363116105	PGR;ESR1;CIT
GO:0004520	endodeoxyribonuclease activity (GO:0004520)	3/20	0.11295061210352042	0.3805432366956148	0	0	2.7914438502673797	6.0875936363116105	FEN1;EXO1;DNA2
GO:0051010	microtubule plus-end binding (GO:0051010)	3/20	0.11295061210352042	0.3805432366956148	0	0	2.7914438502673797	6.0875936363116105	CLIP3;KIF18A;KIF2C
GO:0017022	myosin binding (GO:0017022)	6/56	0.11470686730531449	0.3805432366956148	0	0	1.8996455696202532	4.113445756211067	ACTA1;GSN;ACTC1;CALD1;DMD;MYRIP
GO:1990825	sequence-specific mRNA binding (GO:1990825)	2/10	0.11607098723724184	0.3805432366956148	0	0	3.9531118587047938	8.513237152245926	TYMS;RBM24
GO:0070697	activin receptor binding (GO:0070697)	2/10	0.11607098723724184	0.3805432366956148	0	0	3.9531118587047938	8.513237152245926	MAGI2;INHBA
GO:0015293	symporter activity (GO:0015293)	2/10	0.11607098723724184	0.3805432366956148	0	0	3.9531118587047938	8.513237152245926	SLC5A6;SLC4A4
GO:0005432	calcium:sodium antiporter activity (GO:0005432)	2/10	0.11607098723724184	0.3805432366956148	0	0	3.9531118587047938	8.513237152245926	SLC24A3;SLC8A1
GO:0032357	oxidized purine DNA binding (GO:0032357)	2/10	0.11607098723724184	0.3805432366956148	0	0	3.9531118587047938	8.513237152245926	RECQL4;BLM
GO:0004859	phospholipase inhibitor activity (GO:0004859)	2/10	0.11607098723724184	0.3805432366956148	0	0	3.9531118587047938	8.513237152245926	APOC1;SNCA
GO:0042056	chemoattractant activity (GO:0042056)	4/32	0.12020195106502778	0.3922954584758634	0	0	2.2603201347935973	4.788673608750042	FGF7;HGF;FGF2;CX3CL1
GO:0003697	single-stranded DNA binding (GO:0003697)	9/97	0.123453087613124	0.401082881928611	0	0	1.6198373327180433	3.3885280822684734	RAD51AP1;BLM;CDC45;RAD51;CRY2;MCM4;MCM10;BRCA2;MCM2
GO:0008373	sialyltransferase activity (GO:0008373)	3/21	0.1262359881678733	0.4064459170606862	0	0	2.636223344556678	5.455933638317516	ST8SIA1;ST6GALNAC3;ST6GALNAC6
GO:0017134	fibroblast growth factor binding (GO:0017134)	3/21	0.1262359881678733	0.4064459170606862	0	0	2.636223344556678	5.455933638317516	KL;ITGB3;FGFR1
GO:0005080	protein kinase C binding (GO:0005080)	5/45	0.12777753322178068	0.40957262880910056	0	0	1.9781829679595277	4.070041327773745	TOP2A;GRK5;PRKCB;ADCY4;DACT3
GO:0008559	ABC-type xenobiotic transporter activity (GO:0008559)	2/11	0.1364781456128696	0.42698342637421083	0	0	3.5136903093168863	6.99783323286066	ABCB1;ABCA8
GO:0030553	cGMP binding (GO:0030553)	2/11	0.1364781456128696	0.42698342637421083	0	0	3.5136903093168863	6.99783323286066	PDE2A;PDE5A
GO:0070679	inositol 1,4,5 trisphosphate binding (GO:0070679)	2/11	0.1364781456128696	0.42698342637421083	0	0	3.5136903093168863	6.99783323286066	TRPC1;ITPR1
GO:0015386	potassium:proton antiporter activity (GO:0015386)	2/11	0.1364781456128696	0.42698342637421083	0	0	3.5136903093168863	6.99783323286066	SLC9A7;SLC9A9
GO:0046965	retinoid X receptor binding (GO:0046965)	2/11	0.1364781456128696	0.42698342637421083	0	0	3.5136903093168863	6.99783323286066	NR4A2;ARID5A
GO:0008009	chemokine activity (GO:0008009)	5/46	0.13677742070483076	0.42698342637421083	0	0	1.9298317772385143	3.8392079952164107	CXCL12;CCL21;CCL2;CXCL2;CX3CL1
GO:0008143	poly(A) binding (GO:0008143)	3/22	0.14004668985151264	0.4352966377202861	0	0	2.4973418394471025	4.909223175288249	RBPMS;PABPC1L;RBMS3
GO:0004620	phospholipase activity (GO:0004620)	7/73	0.14324400238371418	0.44331549013580507	0	0	1.678964475839476	3.2625734947527616	PLCB4;PNPLA7;PLCL1;PLA2G4C;PLA2G2A;ENPP2;MGLL
GO:0004725	protein tyrosine phosphatase activity (GO:0004725)	7/74	0.15063394808640507	0.4641852992533856	0	0	1.6538170633319886	3.13051456968767	PTPRD;PTPRN2;DUSP1;EYA4;CDC25C;CDC25A;CDKN3
GO:0030331	estrogen receptor binding (GO:0030331)	4/35	0.152805902130319	0.4675636548301326	0	0	2.0412533630459007	3.834671575280459	ARID5A;ESR1;RERG;PPARGC1B
GO:0005104	fibroblast growth factor receptor binding (GO:0005104)	3/23	0.1543350782656566	0.4675636548301326	0	0	2.372348484848485	4.433039668850156	KL;FGF7;FGF2
GO:0043015	gamma-tubulin binding (GO:0043015)	3/23	0.1543350782656566	0.4675636548301326	0	0	2.372348484848485	4.433039668850156	RACGAP1;DIXDC1;BRCA2
GO:0050750	low-density lipoprotein particle receptor binding (GO:0050750)	3/23	0.1543350782656566	0.4675636548301326	0	0	2.372348484848485	4.433039668850156	APBB1;CLU;DKK1
GO:0015385	sodium:proton antiporter activity (GO:0015385)	2/12	0.1575907622165536	0.4714590302978562	0	0	3.16215306980656	5.8428800936866665	SLC9A7;SLC9A9
GO:0005172	vascular endothelial growth factor receptor binding (GO:0005172)	2/12	0.1575907622165536	0.4714590302978562	0	0	3.16215306980656	5.8428800936866665	ITGB3;ITGA5
GO:0016895	exodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016895)	2/12	0.1575907622165536	0.4714590302978562	0	0	3.16215306980656	5.8428800936866665	FEN1;EXO1
GO:0000287	magnesium ion binding (GO:0000287)	12/146	0.16113778885388064	0.4800702589090718	0	0	1.418480118491512	2.5894290002670206	TOP2A;PIF1;FEN1;EPHX2;LRRK2;PLK1;PDE2A;IRAK3;ADCY2;TPPP;GEM;SNCA
GO:0002020	protease binding (GO:0002020)	10/118	0.16534307598292955	0.4905633411394356	0	0	1.4661931194530686	2.638755724093954	ADAMTS4;NTRK2;BIN1;ADAMTSL4;ITGB3;BCL2;BDKRB2;A2M;BRCA2;TIMP4
GO:0050431	transforming growth factor beta binding (GO:0050431)	3/24	0.16905363497749526	0.49950827125037695	0	0	2.259259259259259	4.015922004014367	TGFBR3;LTBP4;TGFBR2
GO:0042379	chemokine receptor binding (GO:0042379)	5/50	0.1753754045176246	0.5107277564234969	0	0	1.7579164324526888	3.060227394333678	CXCL12;CCL21;CCL2;CXCL2;CX3CL1
GO:0015459	potassium channel regulator activity (GO:0015459)	5/50	0.1753754045176246	0.5107277564234969	0	0	1.7579164324526888	3.060227394333678	KCNE4;KCNMB1;FLNA;ABCC9;ADRB2
GO:0004029	aldehyde dehydrogenase (NAD+) activity (GO:0004029)	2/13	0.17925263874473707	0.5107277564234969	0	0	2.8745316920253843	4.941202348673392	ALDH2;ALDH7A1
GO:0031420	alkali metal ion binding (GO:0031420)	2/13	0.17925263874473707	0.5107277564234969	0	0	2.8745316920253843	4.941202348673392	HDAC4;ATP1A2
GO:0070700	BMP receptor binding (GO:0070700)	2/13	0.17925263874473707	0.5107277564234969	0	0	2.8745316920253843	4.941202348673392	BMP8B;BMP5
GO:0070411	I-SMAD binding (GO:0070411)	2/13	0.17925263874473707	0.5107277564234969	0	0	2.8745316920253843	4.941202348673392	TGFB1I1;SMAD9
GO:0005451	monovalent cation:proton antiporter activity (GO:0005451)	2/13	0.17925263874473707	0.5107277564234969	0	0	2.8745316920253843	4.941202348673392	SLC9A7;SLC9A9
GO:0015662	P-type ion transporter activity (GO:0015662)	2/13	0.17925263874473707	0.5107277564234969	0	0	2.8745316920253843	4.941202348673392	ATP2B4;ATP2A3
GO:0034236	protein kinase A catalytic subunit binding (GO:0034236)	2/13	0.17925263874473707	0.5107277564234969	0	0	2.8745316920253843	4.941202348673392	RYR2;PRKAR2B
GO:0071949	FAD binding (GO:0071949)	3/25	0.18415533514423443	0.5205650812344894	0	0	2.1564508723599634	3.648662398326431	SQLE;STEAP4;CRY2
GO:0005242	inward rectifier potassium channel activity (GO:0005242)	3/25	0.18415533514423443	0.5205650812344894	0	0	2.1564508723599634	3.648662398326431	KCNH2;ABCC9;KCNN3
GO:0022890	inorganic cation transmembrane transporter activity (GO:0022890)	5/51	0.18561507216946194	0.5226338110497007	0	0	1.719609208886282	2.895959913484195	TRPM2;TRPC1;P2RX1;ABCC9;AQP1
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)	19/256	0.19053440626352552	0.5343894675672317	0	0	1.2703878112354372	2.106204523797891	PEG3;ZBTB16;NR2F1;CREM;TCF21;MITF;FOXP2;HIC1;NFATC4;POU6F1;ZEB2;ZEB1;CREB3L1;MYC;NACC2;PRDM16;ATF3;JDP2;E2F8
GO:0099094	ligand-gated cation channel activity (GO:0099094)	7/80	0.1984475241510799	0.5496212220851434	0	0	1.517400962606442	2.453987232420818	KCNH2;TRPM2;GRIK5;P2RX1;GRIK3;KCNN3;GRIN2D
GO:0005154	epidermal growth factor receptor binding (GO:0005154)	3/26	0.19959396279789351	0.5496212220851434	0	0	2.062582345191041	3.323789906078957	EFEMP1;AREG;HBEGF
GO:0008409	5'-3' exonuclease activity (GO:0008409)	2/14	0.20132365098661936	0.5496212220851434	0	0	2.634847210541071	4.223242355084765	FEN1;EXO1
GO:0051139	metal ion:proton antiporter activity (GO:0051139)	2/14	0.20132365098661936	0.5496212220851434	0	0	2.634847210541071	4.223242355084765	SLC9A7;SLC9A9
GO:0008191	metalloendopeptidase inhibitor activity (GO:0008191)	2/14	0.20132365098661936	0.5496212220851434	0	0	2.634847210541071	4.223242355084765	RECK;TIMP4
GO:0043274	phospholipase binding (GO:0043274)	2/14	0.20132365098661936	0.5496212220851434	0	0	2.634847210541071	4.223242355084765	SELE;ARHGAP6
GO:0004697	protein kinase C activity (GO:0004697)	2/14	0.20132365098661936	0.5496212220851434	0	0	2.634847210541071	4.223242355084765	PRKCB;PRKCZ
GO:0042578	phosphoric ester hydrolase activity (GO:0042578)	5/53	0.20671395098509562	0.5621993060882525	0	0	1.6477831646992693	2.5975972171421815	DUSP5;EPHX2;ATP1A2;DUSP8;SMPDL3B
GO:0052689	carboxylic ester hydrolase activity (GO:0052689)	8/96	0.21236332602338476	0.5751842650725233	0	0	1.4386382847921309	2.229107684931781	PNPLA7;PLA2G4C;PLA2G2A;ENPP2;RGN;PAFAH1B3;MGLL;CES1
GO:0005524	ATP binding (GO:0005524)	20/278	0.22125645857236909	0.5751842650725233	0	0	1.228063207091269	1.8524508272475773	PIF1;BLM;ABCB1;PLK1;KIF14;PRKAG2;DARS2;IRAK3;ATP1A2;HSPA2;ABCA12;ACTA1;RAD51;ACTC1;MTHFD1L;KIFC1;AKT3;PDK4;ENPP1;TRIP13
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity (GO:0004030)	2/15	0.22367839097251943	0.5751842650725233	0	0	2.432037264669729	3.6420877101398155	ALDH2;ALDH7A1
GO:0004129	cytochrome-c oxidase activity (GO:0004129)	2/15	0.22367839097251943	0.5751842650725233	0	0	2.432037264669729	3.6420877101398155	COX4I2;COX7A1
GO:0015149	hexose transmembrane transporter activity (GO:0015149)	2/15	0.22367839097251943	0.5751842650725233	0	0	2.432037264669729	3.6420877101398155	SLC2A3;SLC2A4
GO:0004551	nucleotide diphosphatase activity (GO:0004551)	2/15	0.22367839097251943	0.5751842650725233	0	0	2.432037264669729	3.6420877101398155	CILP;ENPP1
GO:0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)	2/15	0.22367839097251943	0.5751842650725233	0	0	2.432037264669729	3.6420877101398155	PYCR1;CRYM
GO:0001614	purinergic nucleotide receptor activity (GO:0001614)	2/15	0.22367839097251943	0.5751842650725233	0	0	2.432037264669729	3.6420877101398155	P2RY14;P2RX1
GO:0050660	flavin adenine dinucleotide binding (GO:0050660)	5/55	0.2285504576848697	0.5751842650725233	0	0	1.5817032040472176	2.3345911954327594	SQLE;STEAP4;ACOX2;CRY2;AOX1
GO:0015081	sodium ion transmembrane transporter activity (GO:0015081)	3/28	0.2313027190466732	0.5751842650725233	0	0	1.8973737373737374	2.777808191299987	SLC9A7;SLC9A9;SLC8A1
GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters (GO:0016891)	3/28	0.2313027190466732	0.5751842650725233	0	0	1.8973737373737374	2.777808191299987	FEN1;RNASEH2A;EXO1
GO:0070717	poly-purine tract binding (GO:0070717)	3/28	0.2313027190466732	0.5751842650725233	0	0	1.8973737373737374	2.777808191299987	RBPMS;PABPC1L;RBMS3
GO:0048020	CCR chemokine receptor binding (GO:0048020)	4/42	0.23912537062103048	0.5751842650725233	0	0	1.664612246707755	2.381672771962835	CCL21;CCL2;NES;CX3CL1
GO:0003730	mRNA 3'-UTR binding (GO:0003730)	7/85	0.2422026962785813	0.5751842650725233	0	0	1.4197526853776854	2.013181360713226	ZFP36;CSDC2;CELF2;PABPC1L;RBM24;CPEB2;RBMS3
GO:0019198	transmembrane receptor protein phosphatase activity (GO:0019198)	2/16	0.24620491339989245	0.5751842650725233	0	0	2.2582001682085786	3.1650732769422483	PTPRD;PTPRN2
GO:0070696	transmembrane receptor protein serine/threonine kinase binding (GO:0070696)	2/16	0.24620491339989245	0.5751842650725233	0	0	2.2582001682085786	3.1650732769422483	BMP8B;BMP5
GO:0005001	transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)	2/16	0.24620491339989245	0.5751842650725233	0	0	2.2582001682085786	3.1650732769422483	PTPRD;PTPRN2
GO:0047498	calcium-dependent phospholipase A2 activity (GO:0047498)	2/16	0.24620491339989245	0.5751842650725233	0	0	2.2582001682085786	3.1650732769422483	PLA2G2A;PLA2G4C
GO:0008301	DNA binding, bending (GO:0008301)	2/16	0.24620491339989245	0.5751842650725233	0	0	2.2582001682085786	3.1650732769422483	TOP2A;HMGB3
GO:0004866	endopeptidase inhibitor activity (GO:0004866)	9/115	0.24628491207351905	0.5751842650725233	0	0	1.3434776362417393	1.8825698478819166	SERPINA3;PTTG1;BIN1;SERPINF1;TFPI2;A2M;TFPI;RECK;TIMP4
GO:0008188	neuropeptide receptor activity (GO:0008188)	3/30	0.2638352807713001	0.5751842650725233	0	0	1.756640478862701	2.340601012605588	SORCS1;TACR1;SORCS2
GO:0004645	1,4-alpha-oligoglucan phosphorylase activity (GO:0004645)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	PYGM
GO:0001091	RNA polymerase II general transcription initiation factor binding (GO:0001091)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	ESR1
GO:0051575	5'-deoxyribose-5-phosphate lyase activity (GO:0051575)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	POLQ
GO:0047631	ADP-ribose diphosphatase activity (GO:0047631)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	TRPM2
GO:0038036	sphingosine-1-phosphate receptor activity (GO:0038036)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	S1PR1
GO:0030911	TPR domain binding (GO:0030911)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	PDE2A
GO:0042030	ATPase inhibitor activity (GO:0042030)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	PLN
GO:0031698	beta-2 adrenergic receptor binding (GO:0031698)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	PDE4D
GO:0031013	troponin I binding (GO:0031013)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	TNNT2
GO:0043120	tumor necrosis factor binding (GO:0043120)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	A2M
GO:0019958	C-X-C chemokine binding (GO:0019958)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	A2M
GO:0019960	C-X3-C chemokine binding (GO:0019960)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	ITGB3
GO:0005111	type 2 fibroblast growth factor receptor binding (GO:0005111)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	FGF7
GO:0097642	calcitonin family receptor activity (GO:0097642)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	RAMP1
GO:0008273	calcium, potassium:sodium antiporter activity (GO:0008273)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	SLC24A3
GO:0015213	uridine transmembrane transporter activity (GO:0015213)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	SLC29A2
GO:0031730	CCR5 chemokine receptor binding (GO:0031730)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	NES
GO:0000403	Y-form DNA binding (GO:0000403)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	BLM
GO:0004111	creatine kinase activity (GO:0004111)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	CKB
GO:0140444	cytoskeleton-nuclear membrane anchor activity (GO:0140444)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	SYNE1
GO:0003726	double-stranded RNA adenosine deaminase activity (GO:0003726)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	ADARB1
GO:0030883	endogenous lipid antigen binding (GO:0030883)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	CD1C
GO:0016892	endoribonuclease activity, producing 3'-phosphomonoesters (GO:0016892)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	RNASE4
GO:0004301	epoxide hydrolase activity (GO:0004301)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	EPHX2
GO:0030884	exogenous lipid antigen binding (GO:0030884)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	CD1C
GO:0004309	exopolyphosphatase activity (GO:0004309)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	PRUNE2
GO:0005007	fibroblast growth factor-activated receptor activity (GO:0005007)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	FGFR1
GO:0008517	folic acid transmembrane transporter activity (GO:0008517)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	SLC19A1
GO:0004331	fructose-2,6-bisphosphate 2-phosphatase activity (GO:0004331)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	PFKFB4
GO:0022849	glutamate-gated calcium ion channel activity (GO:0022849)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	GRIN2D
GO:0004904	interferon receptor activity (GO:0004904)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	IL22RA1
GO:0004464	leukotriene-C4 synthase activity (GO:0004464)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	LTC4S
GO:0030274	LIM domain binding (GO:0030274)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	LDB2
GO:0035473	lipase binding (GO:0035473)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	GPIHBP1
GO:0048406	nerve growth factor binding (GO:0048406)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	NGFR
GO:0038132	neuregulin binding (GO:0038132)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	ITGB3
GO:0031628	opioid receptor binding (GO:0031628)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	GNAO1
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor (GO:0016671)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	MSRB3
GO:0016723	oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor (GO:0016723)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	STEAP4
GO:0140345	phosphatidylcholine flippase activity (GO:0140345)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	ATP8B2
GO:0016775	phosphotransferase activity, nitrogenous group as acceptor (GO:0016775)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	CKB
GO:0015166	polyol transmembrane transporter activity (GO:0015166)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	AQP1
GO:0004668	protein-arginine deiminase activity (GO:0004668)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	PADI1
GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity (GO:0004740)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	PDK4
GO:0000182	rDNA binding (GO:0000182)	1/5	0.26436045609182823	0.5751842650725233	0	0	3.9506302521008405	5.256083399001771	TSPYL2
GO:0008509	anion transmembrane transporter activity (GO:0008509)	2/17	0.26880357932982474	0.5778472154455514	0	0	2.107541351275582	2.768833778275376	SLC22A3;SLC19A1
GO:0045236	CXCR chemokine receptor binding (GO:0045236)	2/17	0.26880357932982474	0.5778472154455514	0	0	2.107541351275582	2.768833778275376	CXCL12;CXCL2
GO:0005229	intracellular calcium activated chloride channel activity (GO:0005229)	2/17	0.26880357932982474	0.5778472154455514	0	0	2.107541351275582	2.768833778275376	TTYH3;ANO5
GO:0061778	intracellular chloride channel activity (GO:0061778)	2/17	0.26880357932982474	0.5778472154455514	0	0	2.107541351275582	2.768833778275376	TTYH3;ANO5
GO:0140603	ATP hydrolysis activity (GO:0140603)	4/45	0.27907738427085593	0.5869291628225671	0	0	1.5425647769535824	1.968723243933047	KIF26A;KIF14;DNA2;CLU
GO:0005507	copper ion binding (GO:0005507)	4/45	0.27907738427085593	0.5869291628225671	0	0	1.5425647769535824	1.968723243933047	AOC3;HEPH;SOD3;SNCA
GO:0043014	alpha-tubulin binding (GO:0043014)	3/31	0.28030967305909044	0.5869291628225671	0	0	1.6938131313131313	2.154293697224395	TTLL7;RACGAP1;SNCA
GO:0004867	serine-type endopeptidase inhibitor activity (GO:0004867)	5/60	0.28565806217424955	0.5869291628225671	0	0	1.4375287444427411	1.8011656853643017	SERPINA3;SERPINF1;TFPI2;TFPI;A2M
GO:0032934	sterol binding (GO:0032934)	5/60	0.28565806217424955	0.5869291628225671	0	0	1.4375287444427411	1.8011656853643017	CAV1;GPR183;ANXA6;APOD;OSBPL10
GO:0098641	cadherin binding involved in cell-cell adhesion (GO:0098641)	2/18	0.29138598931943116	0.5869291628225671	0	0	1.9757148864592093	2.4362668033529444	EPCAM;STXBP6
GO:0042974	retinoic acid receptor binding (GO:0042974)	2/18	0.29138598931943116	0.5869291628225671	0	0	1.9757148864592093	2.4362668033529444	NR4A2;ARID5A
GO:0048487	beta-tubulin binding (GO:0048487)	3/32	0.296872539755531	0.5869291628225671	0	0	1.6353187042842214	1.986016711064885	TTLL7;RACGAP1;FGF13
GO:0019956	chemokine binding (GO:0019956)	3/32	0.296872539755531	0.5869291628225671	0	0	1.6353187042842214	1.986016711064885	ZFP36;ITGB3;FGF2
GO:0016308	1-phosphatidylinositol-4-phosphate 5-kinase activity (GO:0016308)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	PIP5K1B
GO:0031402	sodium ion binding (GO:0031402)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	ATP1A2
GO:0008510	sodium:bicarbonate symporter activity (GO:0008510)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	SLC4A4
GO:0140410	solute:bicarbonate symporter activity (GO:0140410)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	SLC4A4
GO:0004035	alkaline phosphatase activity (GO:0004035)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	CILP
GO:0004936	alpha-adrenergic receptor activity (GO:0004936)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	ADRA2A
GO:0003828	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity (GO:0003828)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	ST8SIA1
GO:0016842	amidine-lyase activity (GO:0016842)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	CHAC1
GO:0034190	apolipoprotein receptor binding (GO:0034190)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	ABCA12
GO:0015272	ATP-activated inward rectifier potassium channel activity (GO:0015272)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	ABCC9
GO:0008422	beta-glucosidase activity (GO:0008422)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	KL
GO:0051400	BH domain binding (GO:0051400)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	BCL2
GO:0051434	BH3 domain binding (GO:0051434)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	BCL2
GO:0055131	C3HC4-type RING finger domain binding (GO:0055131)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	KCNH2
GO:0015368	calcium:cation antiporter activity (GO:0015368)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	SLC8A1
GO:0015491	cation:cation antiporter activity (GO:0015491)	1/6	0.3081786829862226	0.5869291628225671	0	0	3.1603361344537815	3.71995431356037	SLC8A1
