geneSet,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0051019,mitogen-activated protein kinase binding (GO:0051019),29,4,1.933333333,2.068965517,0.124225705,0.811309118,148252;1847;1843;1850,DUSP1;DUSP8;DUSP5;DIRAS1
GO:0004869,cysteine-type endopeptidase inhibitor activity (GO:0004869),40,5,2.666666667,1.875,0.124947516,0.811838478,6622;332;2621;330;9232,GAS6;BIRC5;PTTG1;BIRC3;SNCA
GO:0000987,cis-regulatory region sequence-specific DNA binding (GO:0000987),1145,86,76.33333333,1.126637555,0.127306792,0.818472327,9759;2099;5241;8013;9586;1390;467;63876;7025;28999;2627;140628;57573;4208;2353;7704;93986;79891;5307;5308;23090;6910;92999;29128;6722;1869;1870;144455;79733;1958;1959;1960;2294;5187;84913;2118;3663;4306;6663;4602;4609;65982;3727;8061;7694;64321;3726;4605;4776;5463;6935;9839;6886;122953;63976;64344;4774;4781;2354;55422;4286;3090;140612;4784;138151;23764;9314;10365;687;1316;1052;1879;253738;6659;83595;7942;4223;4222;4093;4929;3164;5013;3131;7067;6495;51804,NR4A1;PER1;KLF9;KLF2;FOSB;NR4A3;FOXF1;SOX17;HLF;ZBTB16;NR4A2;MEOX1;PGR;GATA5;SOX10;EGR3;OTX1;HIC1;EBF1;JUND;FOS;EGR1;SOX4;NR3C2;MEF2C;KLF4;SRF;HIF3A;GATA6;NACC2;UHRF1;PKNOX2;MYBL2;ZEB2;CREM;E2F7;ZNF331;TFEB;NR2F1;NFIX;ZBTB47;ATF3;KLF6;JDP2;ATOH8;ZNF471;ZEB1;E2F1;ZNF135;MAFF;SIX4;SMAD9;EBF3;THRA;NFIA;HDAC4;MEOX2;ZNF671;CREB5;EGR2;NFIB;CEBPD;NFATC4;ETV4;MITF;E2F2;JUNB;POU6F1;ESR1;PITX1;FOXP2;SIX1;SOX7;ZFP28;IRF5;PRDM16;E2F8;ZSCAN18;MYB;KLF15;MYC;FOSL1;TAL1;ZNF423;TBX5;PITX2
GO:0030506,ankyrin binding (GO:0030506),19,3,1.266666667,2.368421053,0.129198473,0.818472327,6546;2318;4897,FLNC;NRCAM;SLC8A1
GO:0015301,anion:anion antiporter activity (GO:0015301),19,3,1.266666667,2.368421053,0.129198473,0.818472327,6573;291;65010,SLC26A6;SLC19A1;SLC25A4
GO:0008066,glutamate receptor activity (GO:0008066),19,3,1.266666667,2.368421053,0.129198473,0.818472327,2899;2901;2906,GRIK3;GRIN2D;GRIK5
GO:0004745,NAD-retinol dehydrogenase activity (GO:0004745),19,3,1.266666667,2.368421053,0.129198473,0.818472327,126;125;8630,ADH1B;HSD17B6;ADH1C
GO:0004896,cytokine receptor activity (GO:0004896),88,9,5.866666667,1.534090909,0.131147246,0.826684383,3977;3572;3570;2690;3590;2674;2676;58985;3953,GFRA3;IL6ST;GHR;GFRA1;LIFR;LEPR;IL11RA;IL22RA1;IL6R
GO:0022834,ligand-gated channel activity (GO:0022834),30,4,2,2,0.136227316,0.85445549,2899;309;2901;2906,GRIK3;ANXA6;GRIN2D;GRIK5
GO:0032357,oxidized purine DNA binding (GO:0032357),10,2,0.666666667,3,0.140035194,0.857123627,641;9401,RECQL4;BLM
GO:0004859,phospholipase inhibitor activity (GO:0004859),10,2,0.666666667,3,0.140035194,0.857123627,6622;341,APOC1;SNCA
GO:0070697,activin receptor binding (GO:0070697),10,2,0.666666667,3,0.140035194,0.857123627,9863;3624,INHBA;MAGI2
GO:0005432,calcium:sodium antiporter activity (GO:0005432),10,2,0.666666667,3,0.140035194,0.857123627,6546;57419,SLC24A3;SLC8A1
GO:0015293,symporter activity (GO:0015293),10,2,0.666666667,3,0.140035194,0.857123627,8884;8671,SLC5A6;SLC4A4
GO:0004520,endodeoxyribonuclease activity (GO:0004520),20,3,1.333333333,2.25,0.144877553,0.869951941,1763;9156;2237,DNA2;EXO1;FEN1
GO:0001223,transcription coactivator binding (GO:0001223),20,3,1.333333333,2.25,0.144877553,0.869951941,2099;5241;11113,PGR;CIT;ESR1
GO:0051010,microtubule plus-end binding (GO:0051010),20,3,1.333333333,2.25,0.144877553,0.869951941,81930;25999;11004,KIF2C;KIF18A;CLIP3
GO:0008373,sialyltransferase activity (GO:0008373),20,3,1.333333333,2.25,0.144877553,0.869951941,256435;30815;6489,ST6GALNAC6;ST8SIA1;ST6GALNAC3
GO:0005506,iron ion binding (GO:0005506),54,6,3.6,1.666666667,0.148624678,0.876970779,316;6622;9843;23498;1036;6319,HAAO;AOX1;CDO1;SCD;SNCA;HEPH
GO:0015276,ligand-gated ion channel activity (GO:0015276),31,4,2.066666667,1.935483871,0.148675704,0.876970779,2899;309;2901;2906,GRIK3;ANXA6;GRIN2D;GRIK5
GO:0019209,kinase activator activity (GO:0019209),31,4,2.066666667,1.935483871,0.148675704,0.876970779,51422;2258;3071;22974,TPX2;FGF13;PRKAG2;NCKAP1L
GO:0019003,GDP binding (GO:0019003),66,7,4.4,1.590909091,0.148815089,0.876970779,2669;85004;51285;6237;51209;148252;9077,GEM;RASL12;RERG;RAB9B;DIRAS3;DIRAS1;RRAS
GO:0017134,fibroblast growth factor binding (GO:0017134),21,3,1.4,2.142857143,0.161139813,0.9271972,9365;3690;2260,FGFR1;ITGB3;KL
GO:0005126,cytokine receptor binding (GO:0005126),105,10,7,1.428571429,0.1614496,0.9271972,6366;6387;3977;3572;3570;1440;85480;3569;146433;7049,IL6;TGFBR3;IL34;CXCL12;TSLP;CSF3;IL6ST;LIFR;CCL21;IL6R
GO:0042056,chemoattractant activity (GO:0042056),32,4,2.133333333,1.875,0.16154131,0.9271972,6376;3082;2247;2252,FGF2;FGF7;CX3CL1;HGF
GO:0001540,amyloid-beta binding (GO:0001540),80,8,5.333333333,1.5,0.162834172,0.9271972,23542;1191;154;322;4804;1410;9452;2048,ITM2A;CRYAB;CLU;NGFR;APBB1;MAPK8IP2;ADRB2;EPHB2
GO:0030553,cGMP binding (GO:0030553),11,2,0.733333333,2.727272727,0.163924367,0.9271972,5138;8654,PDE2A;PDE5A
GO:0008559,ABC-type xenobiotic transporter activity (GO:0008559),11,2,0.733333333,2.727272727,0.163924367,0.9271972,5243;10351,ABCA8;ABCB1
GO:0046965,retinoid X receptor binding (GO:0046965),11,2,0.733333333,2.727272727,0.163924367,0.9271972,10865;4929,NR4A2;ARID5A
GO:0070679,"inositol 1,4,5 trisphosphate binding (GO:0070679)",11,2,0.733333333,2.727272727,0.163924367,0.9271972,7220;3708,ITPR1;TRPC1
GO:0015386,potassium:proton antiporter activity (GO:0015386),11,2,0.733333333,2.727272727,0.163924367,0.9271972,84679;285195,SLC9A9;SLC9A7
GO:0004620,phospholipase activity (GO:0004620),68,7,4.533333333,1.544117647,0.165971219,0.934602373,11343;8605;5168;5320;375775;5332;5334,MGLL;PLA2G4C;PNPLA7;PLA2G2A;PLCB4;PLCL1;ENPP2
GO:0017022,myosin binding (GO:0017022),56,6,3.733333333,1.607142857,0.167772194,0.940563584,2934;800;25924;1756;58;70,MYRIP;ACTC1;GSN;DMD;ACTA1;CALD1
GO:0008143,poly(A) binding (GO:0008143),22,3,1.466666667,2.045454545,0.177918067,0.991514608,27303;80336;11030,RBMS3;PABPC1L;RBPMS
GO:0005080,protein kinase C binding (GO:0005080),45,5,3,1.666666667,0.178425675,0.991514608,5579;7153;196883;2869;147906,PRKCB;TOP2A;DACT3;ADCY4;GRK5
